image_id,question,question_id,cleaned_question,image_exists,formatted_image_id,answers,tokens,neutral_question,neutral_tokens
263189,What hand is the person holding out?,263189003,what hand is the person holding out,True,COCO_train2014_000000263189.jpg,"nothing, left, left, nothing, left, left, yes, left, left, left","['what', 'hand', 'is', 'the', 'person', 'holding', 'out']",what hand is the person holding out,"['what', 'hand', 'is', 'the', 'person', 'holding', 'out']"
132120,What is the man in the back supposed to do?,132120000,what is the man in the back supposed to do,True,COCO_train2014_000000132120.jpg,"throw, catch, catch, stare, guy, throw frisbee, catch frisbee, throw frisbee, frisbee, catch","['what', 'is', 'the', 'man', 'in', 'the', 'back', 'supposed', 'to', 'do']",what is the person in the back supposed to do,"['what', 'is', 'the', 'person', 'in', 'the', 'back', 'supposed', 'to', 'do']"
132120,Is he in a wintry climate?,132120001,is he in a wintry climate,True,COCO_train2014_000000132120.jpg,"no, no, no, no, no, no, no, no, yes, no","['is', 'he', 'in', 'a', 'wintry', 'climate']",is person in a wintry climate,"['is', 'person', 'in', 'a', 'wintry', 'climate']"
132120,What color is the frisbee?,132120002,what color is the frisbee,True,COCO_train2014_000000132120.jpg,"yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow","['what', 'color', 'is', 'the', 'frisbee']",what color is the frisbee,"['what', 'color', 'is', 'the', 'frisbee']"
132120,What is this kid playing with?,132120003,what is this kid playing with,True,COCO_train2014_000000132120.jpg,"frisbee, frisbee, frisbee, frisbee, frisbee, frisbee, frisbee, frisbee, frisbee, frisbee","['what', 'is', 'this', 'kid', 'playing', 'with']",what is this kid playing with,"['what', 'is', 'this', 'kid', 'playing', 'with']"
132120,Where is the man pointing?,132120004,where is the man pointing,True,COCO_train2014_000000132120.jpg,"forward, east, frisbee, right, right, in front of himself, nowhere, front, right, forward","['where', 'is', 'the', 'man', 'pointing']",where is the person pointing,"['where', 'is', 'the', 'person', 'pointing']"
132120,Is the main in the air?,132120005,is the main in the air,True,COCO_train2014_000000132120.jpg,"no, no, no, mp, no, no, no, no, yes, no","['is', 'the', 'main', 'in', 'the', 'air']",is the main in the air,"['is', 'the', 'main', 'in', 'the', 'air']"
394266,Is this person surfing?,394266000,is this person surfing,True,COCO_train2014_000000394266.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'person', 'surfing']",is this person surfing,"['is', 'this', 'person', 'surfing']"
394266,Could bird eggs be hiding in the rushes?,394266001,could bird eggs be hiding in the rushes,True,COCO_train2014_000000394266.jpg,"no, no, no, yes, no, no, no, no, no, no","['could', 'bird', 'eggs', 'be', 'hiding', 'in', 'the', 'rushes']",could bird eggs be hiding in the rushes,"['could', 'bird', 'eggs', 'be', 'hiding', 'in', 'the', 'rushes']"
394266,What color is the water in the background?,394266002,what color is the water in the background,True,COCO_train2014_000000394266.jpg,"blue, blue, blue, blue, green, blue, blue, blue, blue/green, blue","['what', 'color', 'is', 'the', 'water', 'in', 'the', 'background']",what color is the water in the background,"['what', 'color', 'is', 'the', 'water', 'in', 'the', 'background']"
394266,Is there a shark in the water?,394266003,is there a shark in the water,True,COCO_train2014_000000394266.jpg,"no, no, no, no, no, no, no, yes, no, no","['is', 'there', 'a', 'shark', 'in', 'the', 'water']",is there a shark in the water,"['is', 'there', 'a', 'shark', 'in', 'the', 'water']"
394266,Is the surfer on the right a male or a female?,394266004,is the surfer on the right a male or a female,True,COCO_train2014_000000394266.jpg,"male, female, female, female, male, female, female, female, female, female","['is', 'the', 'surfer', 'on', 'the', 'right', 'a', 'male', 'or', 'a', 'female']",is the surfer on the right a person or a person,"['is', 'the', 'surfer', 'on', 'the', 'right', 'a', 'person', 'or', 'a', 'person']"
394266,Is the wave in front of the guy?,394266005,is the wave in front of the guy,True,COCO_train2014_000000394266.jpg,"no, no, yes, no, no, no, yes, no, no, no","['is', 'the', 'wave', 'in', 'front', 'of', 'the', 'guy']",is the wave in front of the guy,"['is', 'the', 'wave', 'in', 'front', 'of', 'the', 'guy']"
132123,What does the red sign say?,132123000,what does the red sign say,True,COCO_train2014_000000132123.jpg,"stop, stop, stop, stop, stop, stop, stop, stop, stop, stop","['what', 'does', 'the', 'red', 'sign', 'say']",what does the red sign say,"['what', 'does', 'the', 'red', 'sign', 'say']"
132123,What color is the fire hydrant?,132123001,what color is the fire hydrant,True,COCO_train2014_000000132123.jpg,"yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow","['what', 'color', 'is', 'the', 'fire', 'hydrant']",what color is the fire hydrant,"['what', 'color', 'is', 'the', 'fire', 'hydrant']"
132123,Is this a two-way street?,132123002,is this a twoway street,True,COCO_train2014_000000132123.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'this', 'a', 'twoway', 'street']",is this a twoway street,"['is', 'this', 'a', 'twoway', 'street']"
263196,What is the material across the top of the fence?,263196000,what is the material across the top of the fence,True,COCO_train2014_000000263196.jpg,"barbed wire, barbed wire, barbed wire, barbed wire, barbed wire, barbed wire, barbed wire, barbed wire, barb wire, barbed wire","['what', 'is', 'the', 'material', 'across', 'the', 'top', 'of', 'the', 'fence']",what is the material across the top of the fence,"['what', 'is', 'the', 'material', 'across', 'the', 'top', 'of', 'the', 'fence']"
263196,Where is the horse located?,263196001,where is the horse located,True,COCO_train2014_000000263196.jpg,"outside, field, outside fence, behind fence, outside, in pasture, field, pasture, pasture, behind fence","['where', 'is', 'the', 'horse', 'located']",where is the horse located,"['where', 'is', 'the', 'horse', 'located']"
263196,What color is the horse?,263196002,what color is the horse,True,COCO_train2014_000000263196.jpg,"tan, brown, tan, brown, brown, brown, brown, beige, white, brown","['what', 'color', 'is', 'the', 'horse']",what color is the horse,"['what', 'color', 'is', 'the', 'horse']"
394269,Are there hot spices in the glass jar?,394269000,are there hot spices in the glass jar,True,COCO_train2014_000000394269.jpg,"no, no, no, no, no, no, no, no, no, no","['are', 'there', 'hot', 'spices', 'in', 'the', 'glass', 'jar']",are there hot spices in the glass jar,"['are', 'there', 'hot', 'spices', 'in', 'the', 'glass', 'jar']"
394269,Is there a children's cup here?,394269001,is there a childrens cup here,True,COCO_train2014_000000394269.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'there', 'a', 'childrens', 'cup', 'here']",is there a childrens cup here,"['is', 'there', 'a', 'childrens', 'cup', 'here']"
394269,Is the food on plates?,394269002,is the food on plates,True,COCO_train2014_000000394269.jpg,"yes, yes, yes, yes, yes, pizza, yes, yes, yes, yes","['is', 'the', 'food', 'on', 'plates']",is the food on plates,"['is', 'the', 'food', 'on', 'plates']"
394269,What color are the pizzas?,394269003,what color are the pizzas,True,COCO_train2014_000000394269.jpg,"red, red, red, red and beige, red, yellow, red, red, red, red, red and yellow","['what', 'color', 'are', 'the', 'pizzas']",what color are the pizzas,"['what', 'color', 'are', 'the', 'pizzas']"
394269,What is the pizza sitting on?,394269004,what is the pizza sitting on,True,COCO_train2014_000000394269.jpg,"plate, plate, plate, plate, plate, plate, plate, plate, plates, plate","['what', 'is', 'the', 'pizza', 'sitting', 'on']",what is the pizza sitting on,"['what', 'is', 'the', 'pizza', 'sitting', 'on']"
394269,What kind of cheese is on the pizza?,394269005,what kind of cheese is on the pizza,True,COCO_train2014_000000394269.jpg,"parmesan, mozzarella, mozzarella, mozzarella, mozzarella, white, mozzarella, mozzarella, parmesan, mozzarella","['what', 'kind', 'of', 'cheese', 'is', 'on', 'the', 'pizza']",what kind of cheese is on the pizza,"['what', 'kind', 'of', 'cheese', 'is', 'on', 'the', 'pizza']"
394269,What are they drinking with their meal?,394269006,what are they drinking with their meal,True,COCO_train2014_000000394269.jpg,"soda, pepsi, pepsi, tea, soda, soda, soda, cola, tea, pop","['what', 'are', 'they', 'drinking', 'with', 'their', 'meal']",what are they drinking with their meal,"['what', 'are', 'they', 'drinking', 'with', 'their', 'meal']"
394269,Is this a picture of a thick crust pizza?,394269007,is this a picture of a thick crust pizza,True,COCO_train2014_000000394269.jpg,"no, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'a', 'picture', 'of', 'a', 'thick', 'crust', 'pizza']",is this a picture of a thick crust pizza,"['is', 'this', 'a', 'picture', 'of', 'a', 'thick', 'crust', 'pizza']"
394269,What is next to the plate?,394269008,what is next to the plate,True,COCO_train2014_000000394269.jpg,"cup, drink, pitcher, glass, soda, glass of soda, soda, pizza, soda, glass","['what', 'is', 'next', 'to', 'the', 'plate']",what is next to the plate,"['what', 'is', 'next', 'to', 'the', 'plate']"
394269,Is the cup full of flour?,394269009,is the cup full of flour,True,COCO_train2014_000000394269.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'the', 'cup', 'full', 'of', 'flour']",is the cup full of flour,"['is', 'the', 'cup', 'full', 'of', 'flour']"
394269,What meal is this?,394269010,what meal is this,True,COCO_train2014_000000394269.jpg,"lunch, lunch, dinner, dinner, pizza, dinner, pasta bowl, pizza, pizza, pizza","['what', 'meal', 'is', 'this']",what meal is this,"['what', 'meal', 'is', 'this']"
394269,Is this a deep dish pizza?,394269011,is this a deep dish pizza,True,COCO_train2014_000000394269.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'a', 'deep', 'dish', 'pizza']",is this a deep dish pizza,"['is', 'this', 'a', 'deep', 'dish', 'pizza']"
394269,What kind of cheese was used?,394269012,what kind of cheese was used,True,COCO_train2014_000000394269.jpg,"cheddar, cheddar, parmesan, mozzarella and ricotta cheeses, mozzarella, mozzarella, mozzarella, mozzarella, mozzarella, mozzarella","['what', 'kind', 'of', 'cheese', 'was', 'used']",what kind of cheese was used,"['what', 'kind', 'of', 'cheese', 'was', 'used']"
394269,Is there a beverage in the picture?,394269013,is there a beverage in the picture,True,COCO_train2014_000000394269.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'there', 'a', 'beverage', 'in', 'the', 'picture']",is there a beverage in the picture,"['is', 'there', 'a', 'beverage', 'in', 'the', 'picture']"
394269,What is pizza served on?,394269014,what is pizza served on,True,COCO_train2014_000000394269.jpg,"plate, plate, plates, plate, plate, plate, plate, plates, plate, plate","['what', 'is', 'pizza', 'served', 'on']",what is pizza served on,"['what', 'is', 'pizza', 'served', 'on']"
394269,What is in the glass?,394269015,what is in the glass,True,COCO_train2014_000000394269.jpg,"cola, soda, cola, beer, tea, soda, soda, soda, coke, soda","['what', 'is', 'in', 'the', 'glass']",what is in the glass,"['what', 'is', 'in', 'the', 'glass']"
394269,Is the pizza cheesy?,394269016,is the pizza cheesy,True,COCO_train2014_000000394269.jpg,"yes, no, yes, yes, no, no, no, yes, no, no","['is', 'the', 'pizza', 'cheesy']",is the pizza cheesy,"['is', 'the', 'pizza', 'cheesy']"
525342,Where are the green leaves?,525342000,where are the green leaves,True,COCO_train2014_000000525342.jpg,"on table, under orange and apple, under fruit, below fruit, unsure, under fruit, under fruit, under fruit, fruit tree leaves, under fruit","['where', 'are', 'the', 'green', 'leaves']",where are the green leaves,"['where', 'are', 'the', 'green', 'leaves']"
525342,How many types of fruit are there?,525342001,how many types of fruit are there,True,COCO_train2014_000000525342.jpg,"2, 2, 2, 2, 2, 2, 2, 2, 3, 2","['how', 'many', 'types', 'of', 'fruit', 'are', 'there']",how many types of fruit are there,"['how', 'many', 'types', 'of', 'fruit', 'are', 'there']"
525342,What are the dark green objects?,525342002,what are the dark green objects,True,COCO_train2014_000000525342.jpg,"leaves, leaves, leaves, spinach, leaves/herbs, leaves, leaves, leaves, leaves, leaves","['what', 'are', 'the', 'dark', 'green', 'objects']",what are the dark green objects,"['what', 'are', 'the', 'dark', 'green', 'objects']"
525342,How many oranges are there in the image?,525342003,how many oranges are there in the image,True,COCO_train2014_000000525342.jpg,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2","['how', 'many', 'oranges', 'are', 'there', 'in', 'the', 'image']",how many oranges are there in the image,"['how', 'many', 'oranges', 'are', 'there', 'in', 'the', 'image']"
394271,What kinds of colors are used in the decorations?,394271000,what kinds of colors are used in the decorations,True,COCO_train2014_000000394271.jpg,"maroon, green, green maroon blue, white red black blue brown and green, white, light, bluefish, greens and reds, warm, pastel, browns blacks reds","['what', 'kinds', 'of', 'colors', 'are', 'used', 'in', 'the', 'decorations']",what kinds of colors are used in the decorations,"['what', 'kinds', 'of', 'colors', 'are', 'used', 'in', 'the', 'decorations']"
394271,How many inanimate animals are there in the photo?,394271001,how many inanimate animals are there in the photo,True,COCO_train2014_000000394271.jpg,"1, 3, 3, 1, 3, 2, 0, 3, 2, 2","['how', 'many', 'inanimate', 'animals', 'are', 'there', 'in', 'the', 'photo']",how many inanimate animals are there in the photo,"['how', 'many', 'inanimate', 'animals', 'are', 'there', 'in', 'the', 'photo']"
394271,How many couch pillows?,394271002,how many couch pillows,True,COCO_train2014_000000394271.jpg,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2","['how', 'many', 'couch', 'pillows']",how many couch pillows,"['how', 'many', 'couch', 'pillows']"
109148,What is the floor made of?,109148000,what is the floor made of,True,COCO_train2014_000000109148.jpg,"concrete, stone, stone, brick, stone, bricks, brick, brick, brick, brick","['what', 'is', 'the', 'floor', 'made', 'of']",what is the floor made of,"['what', 'is', 'the', 'floor', 'made', 'of']"
109148,What direction is the cat looking?,109148001,what direction is the cat looking,True,COCO_train2014_000000109148.jpg,"down, down, ahead and down, down, east, down, down, down, down, down","['what', 'direction', 'is', 'the', 'cat', 'looking']",what direction is the cat looking,"['what', 'direction', 'is', 'the', 'cat', 'looking']"
109148,Is there a cave?,109148002,is there a cave,True,COCO_train2014_000000109148.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'there', 'a', 'cave']",is there a cave,"['is', 'there', 'a', 'cave']"
109148,"If you fell out of the sky onto this animal's head, would it hurt?",109148003,if you fell out of the sky onto this animals head would it hurt,True,COCO_train2014_000000109148.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['if', 'you', 'fell', 'out', 'of', 'the', 'sky', 'onto', 'this', 'animals', 'head', 'would', 'it', 'hurt']",if you fell out of the sky onto this animals head would it hurt,"['if', 'you', 'fell', 'out', 'of', 'the', 'sky', 'onto', 'this', 'animals', 'head', 'would', 'it', 'hurt']"
109148,What is the thing in the background?,109148004,what is the thing in the background,True,COCO_train2014_000000109148.jpg,"cigarette disposal, statue, hydrant, red, fire hydrant, fire hydrant, cigarette butt receptacle, water siphon, red, fire hydrant","['what', 'is', 'the', 'thing', 'in', 'the', 'background']",what is the thing in the background,"['what', 'is', 'the', 'thing', 'in', 'the', 'background']"
109148,What fur is left on the animal?,109148005,what fur is left on the animal,True,COCO_train2014_000000109148.jpg,"white, white, cat fur, all of it, white, white, white, white, white, white","['what', 'fur', 'is', 'left', 'on', 'the', 'animal']",what fur is left on the animal,"['what', 'fur', 'is', 'left', 'on', 'the', 'animal']"
109148,What is the color of the cat?,109148006,what is the color of the cat,True,COCO_train2014_000000109148.jpg,"white, white, white, white, white, white, white, white, white, white","['what', 'is', 'the', 'color', 'of', 'the', 'cat']",what is the color of the cat,"['what', 'is', 'the', 'color', 'of', 'the', 'cat']"
109148,What is the animal?,109148007,what is the animal,True,COCO_train2014_000000109148.jpg,"cat, cat, cat, cat, cat, cat, cat, cat, cat, cat","['what', 'is', 'the', 'animal']",what is the animal,"['what', 'is', 'the', 'animal']"
109148,What does this animal eat?,109148008,what does this animal eat,True,COCO_train2014_000000109148.jpg,"cat food, cat food, dirt, cat food, cat food, cat food, fish, mice, meat, food","['what', 'does', 'this', 'animal', 'eat']",what does this animal eat,"['what', 'does', 'this', 'animal', 'eat']"
109148,Is the cat's tail striped?,109148009,is the cats tail striped,True,COCO_train2014_000000109148.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'the', 'cats', 'tail', 'striped']",is the cats tail striped,"['is', 'the', 'cats', 'tail', 'striped']"
109148,What type of animal is this?,109148010,what type of animal is this,True,COCO_train2014_000000109148.jpg,"cat, cat, cat, cat, cat, cat, cat, cat, cat, cat","['what', 'type', 'of', 'animal', 'is', 'this']",what type of animal is this,"['what', 'type', 'of', 'animal', 'is', 'this']"
33177,Is there an on and off valve for the toilet?,33177000,is there an on and off valve for the toilet,True,COCO_train2014_000000033177.jpg,"yes, no, yes, yes, no, yes, yes, yes, yes, no","['is', 'there', 'an', 'on', 'and', 'off', 'valve', 'for', 'the', 'toilet']",is there an on and off valve for the toilet,"['is', 'there', 'an', 'on', 'and', 'off', 'valve', 'for', 'the', 'toilet']"
33177,How many cats do you see?,33177001,how many cats do you see,True,COCO_train2014_000000033177.jpg,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2","['how', 'many', 'cats', 'do', 'you', 'see']",how many cats do you see,"['how', 'many', 'cats', 'do', 'you', 'see']"
33177,How do we know this is the cats' bathroom?,33177002,how do we know this is the cats bathroom,True,COCO_train2014_000000033177.jpg,"litter box, litter, kitty litter, litter in toilet, cat litter, litter, there's litter inside, litter in toilet, litter, sand in bowl","['how', 'do', 'we', 'know', 'this', 'is', 'the', 'cats', 'bathroom']",how do we know this is the cats bathroom,"['how', 'do', 'we', 'know', 'this', 'is', 'the', 'cats', 'bathroom']"
1059,Is this food?,1059000,is this food,True,COCO_train2014_000000001059.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'food']",is this food,"['is', 'this', 'food']"
1059,Has this been eaten?,1059001,has this been eaten,True,COCO_train2014_000000001059.jpg,"no, no, no, no, no, no, no, no, no, no","['has', 'this', 'been', 'eaten']",has this been eaten,"['has', 'this', 'been', 'eaten']"
1059,Is this food fattening?,1059002,is this food fattening,True,COCO_train2014_000000001059.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'food', 'fattening']",is this food fattening,"['is', 'this', 'food', 'fattening']"
1059,What type of pizza?,1059003,what type of pizza,True,COCO_train2014_000000001059.jpg,"pepperoni, pepperoni, pepperoni, pepperoni, pepperoni, pepperoni, pepperoni, pepperoni, pepperoni, pepperoni","['what', 'type', 'of', 'pizza']",what type of pizza,"['what', 'type', 'of', 'pizza']"
263204,What Boulevard is this?,263204000,what boulevard is this,True,COCO_train2014_000000263204.jpg,"pico, pico, pico, pico, pico, pico, pico, pico, pico, pico","['what', 'boulevard', 'is', 'this']",what boulevard is this,"['what', 'boulevard', 'is', 'this']"
263204,How many bricks can you count?,263204001,how many bricks can you count,True,COCO_train2014_000000263204.jpg,"50, lot, 225, 300, too many, too many, lot, 500, 200, 250","['how', 'many', 'bricks', 'can', 'you', 'count']",how many bricks can you count,"['how', 'many', 'bricks', 'can', 'you', 'count']"
263204,What is being cast on the building?,263204002,what is being cast on the building,True,COCO_train2014_000000263204.jpg,"shadow, pole, shadow, shadow, shadow, pole, shadow, shadow, shadow, shadow","['what', 'is', 'being', 'cast', 'on', 'the', 'building']",what is being cast on the building,"['what', 'is', 'being', 'cast', 'on', 'the', 'building']"
360870,Where is this picture?,360870000,where is this picture,True,COCO_train2014_000000360870.jpg,"restaurant, kitchen, kitchen, restaurant kitchen, kitchen, restaurant kitchen, kitchen, kitchen, restaurant kitchen, restaurant kitchen","['where', 'is', 'this', 'picture']",where is this picture,"['where', 'is', 'this', 'picture']"
360870,Is this a kitchen?,360870001,is this a kitchen,True,COCO_train2014_000000360870.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'a', 'kitchen']",is this a kitchen,"['is', 'this', 'a', 'kitchen']"
360870,Are they making Gyros?,360870002,are they making gyros,True,COCO_train2014_000000360870.jpg,"no, no, no, no, no, no, no, no, yes, no","['are', 'they', 'making', 'gyros']",are they making gyros,"['are', 'they', 'making', 'gyros']"
263208,What color is the horse's mane?,263208000,what color is the horses mane,True,COCO_train2014_000000263208.jpg,"black, black, black, black, brown, brown, black, black, black, dark brown","['what', 'color', 'is', 'the', 'horses', 'mane']",what color is the horses mane,"['what', 'color', 'is', 'the', 'horses', 'mane']"
263208,What is the horse doing to the man?,263208001,what is the horse doing to the man,True,COCO_train2014_000000263208.jpg,"kissing, touching, sniffing, nudging, kissing him, kissing, kissing, licking, licking, licking","['what', 'is', 'the', 'horse', 'doing', 'to', 'the', 'man']",what is the horse doing to the person,"['what', 'is', 'the', 'horse', 'doing', 'to', 'the', 'person']"
263208,Is the man in a gay relationship?,263208002,is the man in a gay relationship,True,COCO_train2014_000000263208.jpg,"no, no, no, no, no, no, no, maybe, no, no","['is', 'the', 'man', 'in', 'a', 'gay', 'relationship']",is the person in a gay relationship,"['is', 'the', 'person', 'in', 'a', 'gay', 'relationship']"
263208,What color is the horse in the picture?,263208003,what color is the horse in the picture,True,COCO_train2014_000000263208.jpg,"brown, brown, brown, brown, brown, brown, brown, brown, brown, brown","['what', 'color', 'is', 'the', 'horse', 'in', 'the', 'picture']",what color is the horse in the picture,"['what', 'color', 'is', 'the', 'horse', 'in', 'the', 'picture']"
263208,What is the position of the person riding the horse?,263208004,what is the position of the person riding the horse,True,COCO_train2014_000000263208.jpg,"delivery, standing, out of view, standing, straight, standing, pedestrian, none, unknown, standing","['what', 'is', 'the', 'position', 'of', 'the', 'person', 'riding', 'the', 'horse']",what is the position of the person riding the horse,"['what', 'is', 'the', 'position', 'of', 'the', 'person', 'riding', 'the', 'horse']"
132137,What color is his luggage?,132137000,what color is his luggage,True,COCO_train2014_000000132137.jpg,"red and black, red, black, red and black, red and black, back and red, black and red, red and black, red and black, red and black, black and red","['what', 'color', 'is', 'his', 'luggage']",what color is person luggage,"['what', 'color', 'is', 'person', 'luggage']"
132137,Can you put clothes in what the person is carrying?,132137001,can you put clothes in what the person is carrying,True,COCO_train2014_000000132137.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['can', 'you', 'put', 'clothes', 'in', 'what', 'the', 'person', 'is', 'carrying']",can you put clothes in what the person is carrying,"['can', 'you', 'put', 'clothes', 'in', 'what', 'the', 'person', 'is', 'carrying']"
132137,Is an adult pulling the luggage?,132137002,is an adult pulling the luggage,True,COCO_train2014_000000132137.jpg,"no, no, no, no, yes, no, no, no, no, no","['is', 'an', 'adult', 'pulling', 'the', 'luggage']",is an adult pulling the luggage,"['is', 'an', 'adult', 'pulling', 'the', 'luggage']"
132137,What color is the suitcase on the right?,132137003,what color is the suitcase on the right,True,COCO_train2014_000000132137.jpg,"red, red, red, red, red, red, red, red, red, red","['what', 'color', 'is', 'the', 'suitcase', 'on', 'the', 'right']",what color is the suitcase on the right,"['what', 'color', 'is', 'the', 'suitcase', 'on', 'the', 'right']"
132139,Does it have a propeller?,132139000,does it have a propeller,True,COCO_train2014_000000132139.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['does', 'it', 'have', 'a', 'propeller']",does it have a propeller,"['does', 'it', 'have', 'a', 'propeller']"
132139,Is it at an airport?,132139001,is it at an airport,True,COCO_train2014_000000132139.jpg,"no, no, no, yes, yes, yes, no, yes, yes, yes","['is', 'it', 'at', 'an', 'airport']",is it at an airport,"['is', 'it', 'at', 'an', 'airport']"
132139,What color is the plane?,132139002,what color is the plane,True,COCO_train2014_000000132139.jpg,"white, white, white, white, white green, white, white, white, white, white black","['what', 'color', 'is', 'the', 'plane']",what color is the plane,"['what', 'color', 'is', 'the', 'plane']"
263212,How many people are looking away from the camera?,263212000,how many people are looking away from the camera,True,COCO_train2014_000000263212.jpg,"5, all of them, 7, 4, 7, 7, 6, 6, 1, 6","['how', 'many', 'people', 'are', 'looking', 'away', 'from', 'the', 'camera']",how many people are looking away from the camera,"['how', 'many', 'people', 'are', 'looking', 'away', 'from', 'the', 'camera']"
263212,What is the woman doing?,263212001,what is the woman doing,True,COCO_train2014_000000263212.jpg,"taking picture, using her phone, using cellular phone, photographing, taking picture, taking picture, taking photo, texting, taking picture, taking picture","['what', 'is', 'the', 'woman', 'doing']",what is the person doing,"['what', 'is', 'the', 'person', 'doing']"
263212,What kind of laptop does the woman have?,263212002,what kind of laptop does the woman have,True,COCO_train2014_000000263212.jpg,"apple, apple, apple, apple, mac, apple, apple, apple, apple, apple","['what', 'kind', 'of', 'laptop', 'does', 'the', 'woman', 'have']",what kind of laptop does the person have,"['what', 'kind', 'of', 'laptop', 'does', 'the', 'person', 'have']"
132141,Is this person trying to roll down the wooden slide portion of the structure?,132141000,is this person trying to roll down the wooden slide portion of the structure,True,COCO_train2014_000000132141.jpg,"yes, no, yes, yes, yes, yes, yes, yes, yes, no","['is', 'this', 'person', 'trying', 'to', 'roll', 'down', 'the', 'wooden', 'slide', 'portion', 'of', 'the', 'structure']",is this person trying to roll down the wooden slide portion of the structure,"['is', 'this', 'person', 'trying', 'to', 'roll', 'down', 'the', 'wooden', 'slide', 'portion', 'of', 'the', 'structure']"
132141,What is being ridden in the background?,132141001,what is being ridden in the background,True,COCO_train2014_000000132141.jpg,"bike, bike, bike, bike, bike, bike, bicycle, bike, bike, bicycle","['what', 'is', 'being', 'ridden', 'in', 'the', 'background']",what is being ridden in the background,"['what', 'is', 'being', 'ridden', 'in', 'the', 'background']"
132141,Is this person athletic?,132141002,is this person athletic,True,COCO_train2014_000000132141.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'person', 'athletic']",is this person athletic,"['is', 'this', 'person', 'athletic']"
394286,What color is the girl's headband?,394286000,what color is the girls headband,True,COCO_train2014_000000394286.jpg,"white, white, white, white, white, white, white, white, white, white","['what', 'color', 'is', 'the', 'girls', 'headband']",what color is the girls headband,"['what', 'color', 'is', 'the', 'girls', 'headband']"
394286,What surface is the woman jumping on?,394286001,what surface is the woman jumping on,True,COCO_train2014_000000394286.jpg,"dirt, clay, clay, clay court, clay, clay, sand, lawn, dirt, dirt","['what', 'surface', 'is', 'the', 'woman', 'jumping', 'on']",what surface is the person jumping on,"['what', 'surface', 'is', 'the', 'person', 'jumping', 'on']"
394286,Is this a professional tennis match?,394286002,is this a professional tennis match,True,COCO_train2014_000000394286.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'a', 'professional', 'tennis', 'match']",is this a professional tennis match,"['is', 'this', 'a', 'professional', 'tennis', 'match']"
394286,What kind of field are the players on?,394286003,what kind of field are the players on,True,COCO_train2014_000000394286.jpg,"tennis court, tennis court, tennis, tennis, clay court, clay, tennis court, tennis court, clay, tennis","['what', 'kind', 'of', 'field', 'are', 'the', 'players', 'on']",what kind of field are the players on,"['what', 'kind', 'of', 'field', 'are', 'the', 'players', 'on']"
394286,What sports is the woman playing?,394286004,what sports is the woman playing,True,COCO_train2014_000000394286.jpg,"tennis, tennis, tennis, tennis, tennis, tennis, tennis, tennis, tennis, tennis","['what', 'sports', 'is', 'the', 'woman', 'playing']",what sports is the person playing,"['what', 'sports', 'is', 'the', 'person', 'playing']"
394286,Why do the woman's feet seem to be off of the ground?,394286005,why do the womans feet seem to be off of the ground,True,COCO_train2014_000000394286.jpg,"yes, she jumped, jumping, jumping, jumping, because she's jumping, because she is jumping, she is jumping, angle of shot, she leapt","['why', 'do', 'the', 'womans', 'feet', 'seem', 'to', 'be', 'off', 'of', 'the', 'ground']",why do the womans feet seem to be off of the ground,"['why', 'do', 'the', 'womans', 'feet', 'seem', 'to', 'be', 'off', 'of', 'the', 'ground']"
113513,Is there any cheddar cheese on the pizza?,113513000,is there any cheddar cheese on the pizza,True,COCO_train2014_000000113513.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'there', 'any', 'cheddar', 'cheese', 'on', 'the', 'pizza']",is there any cheddar cheese on the pizza,"['is', 'there', 'any', 'cheddar', 'cheese', 'on', 'the', 'pizza']"
